01,01,2012,15.0,29.6,11.5,0.3,62.9,48.4,219.3,28.4,140.2,5.9,not fire
12,03,2012,18.2,73.1,10.4,1.5,64.0,31.6,380.2,14.0,185.4,11.9,fire
26,04,2012,24.4,93.0,0.3,1.1,85.1,78.9,210.2,26.2,75.1,12.6,fire
22,01,2012,33.9,82.0,7.4,1.8,74.1,68.2,471.8,24.3,48.3,23.2,fire
29,01,2012,17.0,72.4,11.5,3.7,54.3,88.9,451.3,29.4,111.0,9.1,not fire
12,08,2012,32.1,83.0,10.3,0.6,65.4,69.3,436.1,27.8,159.2,13.0,fire
25,02,2012,25.5,93.6,18.0,0.1,27.4,24.4,35.6,26.9,0.8,7.3,not fire
17,12,2012,31.5,66.6,9.6,0.0,59.3,93.2,427.1,21.9,126.3,28.6,fire
27,08,2012,21.0,61.9,12.2,0.4,48.9,10.5,390.8,11.0,119.3,14.9,fire
27,07,2012,31.8,67.1,10.7,2.7,13.3,26.8,51.8,3.2,63.6,17.2,fire
31,10,2012,30.5,60.0,18.5,0.7,24.3,52.0,53.7,20.7,90.3,2.5,not fire
10,10,2012,19.6,67.6,21.6,0.3,29.2,56.6,50.6,29.4,49.4,3.9,not fire
28,02,2012,17.6,53.7,13.3,0.5,92.4,1.5,5.7,21.8,158.0,20.0,fire
28,06,2012,32.4,36.4,19.7,0.9,23.0,78.1,274.3,27.9,126.9,4.4,not fire
16,06,2012,34.3,29.0,7.4,1.1,28.9,36.2,486.7,24.1,106.5,8.7,not fire
15,03,2012,15.6,25.1,13.5,0.2,36.9,40.6,219.3,4.9,78.5,19.2,fire
30,11,2012,29.6,39.7,8.6,3.8,66.4,80.9,270.4,7.5,58.3,11.9,fire
30,02,2012,33.2,23.5,10.4,0.8,11.8,37.9,484.0,10.3,164.5,0.8,not fire
15,12,2012,32.1,62.5,18.3,0.1,95.4,4.7,127.6,5.0,90.3,16.5,fire
30,01,2012,34.3,41.3,22.0,2.2,86.6,17.6,429.2,17.4,100.3,7.8,not fire
19,06,2012,30.2,81.8,3.0,0.1,57.7,95.6,273.2,29.3,104.2,23.4,fire
12,12,2012,23.8,25.6,15.9,2.4,67.4,7.0,284.7,22.8,89.7,7.8,not fire
23,05,2012,21.2,37.0,14.6,5.7,1.7,35.5,171.6,12.7,51.2,1.0,not fire
20,11,2012,21.4,74.8,3.0,1.2,33.9,50.3,280.8,0.1,24.1,10.3,fire
25,09,2012,29.5,64.9,5.3,1.5,79.6,49.3,36.6,9.4,19.7,14.5,fire
03,01,2012,29.9,24.8,7.8,0.4,7.7,0.4,382.3,15.8,151.5,8.4,not fire
05,07,2012,19.0,85.8,4.2,2.8,28.2,50.1,142.3,9.7,44.7,11.9,fire
19,05,2012,32.4,85.8,6.1,0.8,58.5,38.4,443.8,3.3,11.1,13.2,fire
07,05,2012,29.3,44.8,6.7,1.3,25.6,97.2,183.9,13.3,159.5,7.7,not fire
21,02,2012,26.3,45.5,8.4,2.6,93.4,15.9,71.4,7.6,30.8,19.2,fire
09,11,2012,24.4,94.2,18.7,3.7,13.1,35.4,347.9,27.3,125.0,5.0,not fire
07,03,2012,25.9,67.0,14.3,1.8,79.7,41.9,82.3,3.1,67.7,11.0,fire
18,07,2012,18.2,59.8,24.7,0.4,50.8,39.1,376.8,1.5,25.3,11.4,fire
04,06,2012,19.1,82.9,10.4,3.4,75.0,66.6,484.1,0.2,82.9,5.0,not fire
25,12,2012,16.8,41.4,18.8,1.0,31.1,21.6,389.8,9.8,3.0,9.7,not fire
28,02,2012,18.1,52.2,21.8,2.7,51.4,22.1,11.2,19.8,168.2,11.2,fire
14,06,2012,24.1,40.1,17.0,1.1,85.7,72.9,299.9,21.9,102.7,23.1,fire
18,02,2012,25.6,79.2,10.3,0.4,46.7,50.0,347.7,13.6,27.8,10.1,fire
26,02,2012,15.4,63.0,18.8,0.5,36.0,41.5,412.7,20.5,47.4,15.8,fire
09,02,2012,30.9,69.4,5.1,0.8,53.6,16.9,28.0,10.8,89.6,15.3,fire
26,11,2012,20.9,38.9,8.2,1.6,71.7,18.8,240.1,20.0,37.8,12.6,fire
21,03,2012,33.2,36.5,13.7,0.4,44.4,1.1,267.7,1.2,53.7,20.2,fire
02,02,2012,34.4,56.6,14.4,0.9,93.9,9.1,84.6,11.7,106.9,17.4,fire
20,04,2012,18.7,75.3,0.6,0.4,29.5,55.7,161.2,23.7,166.5,7.4,not fire
28,09,2012,24.2,59.4,23.6,1.7,47.5,89.2,220.1,24.1,80.4,15.2,fire
15,06,2012,15.0,22.4,17.4,0.6,75.7,28.7,416.6,21.5,143.4,9.7,not fire
28,01,2012,27.0,85.1,12.4,0.1,68.9,32.8,464.7,6.1,175.3,15.9,fire
07,08,2012,27.1,24.9,23.3,0.2,86.4,11.6,314.2,7.4,43.3,21.4,fire
12,12,2012,20.0,91.7,11.0,0.1,99.7,38.9,197.5,29.9,161.4,16.5,fire
29,07,2012,26.2,21.9,24.5,0.7,42.7,3.7,127.0,3.1,151.5,10.2,fire
08,10,2012,19.5,72.1,12.8,0.1,11.1,91.8,491.1,5.4,71.4,13.7,fire
15,03,2012,18.2,26.2,2.9,0.1,3.0,67.3,491.5,3.9,197.9,13.3,fire
03,01,2012,28.0,88.3,19.1,2.8,72.7,99.1,462.5,9.8,52.5,15.8,fire
14,05,2012,21.5,54.8,17.0,2.1,87.4,88.3,392.8,6.3,51.0,18.4,fire
17,04,2012,26.8,30.3,19.3,0.6,22.1,47.3,162.9,14.9,154.5,14.2,fire
04,10,2012,23.7,45.6,23.8,4.3,15.8,52.0,408.5,14.3,86.9,10.9,fire
18,08,2012,34.7,32.4,19.4,0.0,6.2,19.1,204.4,27.0,66.2,0.0,not fire
08,01,2012,18.0,32.8,15.3,1.0,82.3,46.2,163.4,1.0,35.7,19.1,fire
04,10,2012,24.3,91.1,21.4,1.0,31.1,90.3,372.4,9.6,153.1,15.3,fire
02,01,2012,28.6,53.4,16.8,0.6,40.2,5.1,39.8,17.9,157.3,13.3,fire
30,12,2012,22.9,79.2,10.2,0.5,50.3,86.4,24.3,18.1,113.3,8.3,not fire
06,04,2012,34.5,68.0,22.1,0.6,83.9,34.1,224.0,14.4,191.5,18.0,fire
22,08,2012,29.4,70.7,5.5,0.5,65.1,90.0,222.8,24.5,63.6,21.6,fire
10,05,2012,28.1,29.9,17.9,1.3,61.5,94.1,447.8,1.9,43.9,12.1,fire
04,02,2012,30.1,37.6,22.0,0.1,17.6,67.1,63.1,24.5,135.5,8.5,not fire
22,06,2012,34.1,79.0,18.3,0.2,51.3,66.4,61.6,14.8,151.7,19.9,fire
29,05,2012,33.2,92.8,17.4,0.2,71.5,45.3,73.7,4.0,45.0,12.8,fire
31,02,2012,29.5,39.7,18.8,0.3,97.3,83.6,14.9,26.6,15.3,19.3,fire
18,11,2012,30.0,40.4,11.6,0.7,20.1,96.2,35.9,19.5,162.1,8.0,not fire
26,11,2012,17.9,55.5,21.9,0.1,1.0,77.5,329.9,4.9,195.3,16.8,fire
12,11,2012,17.1,93.8,5.1,2.0,7.5,62.2,215.8,1.0,128.9,9.9,not fire
02,03,2012,26.4,40.2,3.2,0.4,37.6,60.7,381.8,4.2,55.6,10.9,fire
10,09,2012,15.4,50.5,7.1,0.2,82.1,84.9,496.3,18.3,199.3,13.7,fire
30,07,2012,24.6,86.9,13.3,1.1,0.7,54.1,329.5,5.4,178.7,1.7,not fire
04,07,2012,19.2,20.2,12.8,0.0,45.7,80.4,25.2,6.8,102.7,12.0,fire
14,11,2012,21.9,23.0,20.5,1.0,32.9,50.9,52.3,0.8,165.1,13.6,fire
31,06,2012,30.5,65.3,10.1,1.2,5.2,6.2,440.5,21.7,163.2,3.3,not fire
16,08,2012,33.8,88.1,12.1,0.2,45.0,38.4,263.7,24.3,187.0,14.2,fire
15,04,2012,16.4,37.9,0.3,0.0,25.5,44.4,412.4,23.9,168.2,6.7,not fire
08,08,2012,25.7,55.2,10.2,0.5,35.2,14.2,428.3,3.8,128.7,16.3,fire
14,04,2012,32.7,53.8,16.2,0.1,70.6,10.2,463.8,27.1,121.9,11.5,fire
23,08,2012,16.7,55.5,0.4,0.1,52.2,53.5,474.9,20.2,93.5,15.5,fire
28,09,2012,31.5,66.7,7.0,0.3,12.5,8.5,277.4,26.9,125.3,15.5,fire
25,03,2012,22.2,55.2,5.2,0.4,96.1,30.3,170.5,13.4,159.0,13.9,fire
30,03,2012,21.4,53.6,1.0,0.8,63.6,74.5,480.9,13.1,193.8,11.7,fire
08,11,2012,34.5,55.6,12.0,1.1,76.6,96.4,273.7,23.5,93.5,24.5,fire
21,02,2012,19.0,64.3,4.5,0.9,7.9,71.8,32.1,2.8,114.7,0.0,not fire
16,10,2012,28.9,60.3,18.6,0.2,4.7,99.3,321.4,15.6,89.0,13.7,fire
13,03,2012,31.4,84.1,21.2,0.2,1.9,69.8,293.8,25.1,133.7,2.6,not fire
18,03,2012,15.8,23.7,13.6,2.1,18.9,29.4,447.9,24.9,126.0,13.1,fire
15,05,2012,28.4,82.5,24.5,0.8,41.4,67.2,326.6,28.7,3.6,12.5,fire
21,05,2012,34.0,83.3,11.3,2.0,93.6,70.2,174.5,20.9,108.2,19.6,fire
24,02,2012,17.5,41.4,12.8,0.5,45.7,37.2,483.1,6.2,17.7,6.4,not fire
26,12,2012,32.9,54.7,24.7,1.0,29.0,1.8,400.8,0.6,5.3,1.7,not fire
25,10,2012,26.9,52.9,5.8,0.7,56.2,70.3,315.2,14.4,158.2,21.1,fire
28,06,2012,27.3,36.4,23.6,0.4,11.2,2.2,146.5,15.4,51.7,6.1,not fire
28,05,2012,27.3,49.8,1.1,0.6,61.0,63.1,186.8,7.2,68.1,30.9,fire
28,06,2012,21.0,23.3,11.2,0.7,56.8,16.4,335.0,3.7,12.8,6.7,not fire
13,01,2012,33.7,40.8,1.8,0.2,79.2,56.6,36.0,17.6,35.9,14.6,fire
09,05,2012,33.9,81.3,18.2,0.4,98.7,50.4,128.3,22.9,153.1,15.1,fire
29,09,2012,27.5,41.3,15.2,1.6,25.1,1.4,357.0,29.8,98.7,7.8,not fire
15,12,2012,30.7,81.4,17.7,2.5,51.0,36.3,240.0,22.7,176.1,21.4,fire
13,10,2012,27.2,59.9,9.4,0.4,90.9,60.1,201.2,23.8,79.4,23.1,fire
01,02,2012,24.7,86.0,9.2,0.4,78.5,84.9,75.7,18.5,53.7,9.9,not fire
25,01,2012,28.2,63.1,1.1,0.2,48.7,88.9,220.9,29.6,69.5,21.6,fire
07,10,2012,26.1,22.2,8.7,1.1,94.5,48.4,385.3,19.2,142.6,20.9,fire
09,11,2012,26.9,70.7,23.2,0.4,5.7,72.8,132.0,25.8,111.0,12.5,fire
24,09,2012,30.7,23.4,9.5,4.4,93.1,31.6,2.7,28.4,180.8,14.2,fire
01,10,2012,24.6,53.8,20.8,0.4,5.1,34.2,334.3,27.9,120.4,4.6,not fire
12,09,2012,15.8,89.7,21.1,0.5,54.7,19.4,486.3,11.4,98.6,10.5,fire
08,09,2012,18.3,32.4,9.3,0.9,89.0,56.2,303.4,2.4,157.2,12.7,fire
24,06,2012,23.8,49.2,15.8,1.6,26.3,31.5,60.0,5.2,189.5,15.6,fire
31,08,2012,29.5,74.7,2.4,0.6,47.2,8.4,160.4,1.8,71.2,8.1,not fire
11,11,2012,26.9,86.2,2.6,0.5,32.4,68.5,433.8,3.2,50.0,2.4,not fire
19,01,2012,28.0,70.3,1.2,5.4,95.2,70.8,116.3,5.5,123.2,12.3,fire
17,10,2012,24.6,39.4,14.5,0.0,82.4,36.0,303.8,10.2,99.8,9.0,not fire
08,04,2012,27.3,70.6,10.7,2.3,70.9,7.7,201.3,16.3,197.8,11.9,fire
03,01,2012,21.6,42.3,13.7,0.2,58.8,42.6,103.9,21.4,92.5,13.8,fire
03,08,2012,24.4,73.9,13.0,1.5,82.1,44.2,406.7,6.3,14.9,15.7,fire
01,01,2012,29.9,91.6,8.8,1.0,39.2,66.9,371.4,20.2,195.5,16.0,fire
27,03,2012,32.4,74.1,16.9,0.4,44.8,31.5,330.8,21.1,168.7,11.7,fire
05,04,2012,23.7,84.7,19.0,2.1,73.0,68.3,118.2,16.8,35.7,14.7,fire
10,08,2012,15.9,20.2,0.4,0.0,35.8,87.1,48.9,27.1,180.9,20.4,fire
07,06,2012,18.2,73.8,5.2,0.3,6.4,23.7,288.1,3.3,68.1,11.6,fire
26,10,2012,15.4,82.2,17.8,0.8,7.4,97.9,276.8,5.3,75.4,10.9,fire
09,12,2012,28.1,23.0,9.7,0.4,11.5,38.6,94.2,12.9,181.3,13.5,fire
28,07,2012,21.6,85.4,16.6,0.9,87.0,26.7,28.1,3.8,106.0,4.8,not fire
07,08,2012,25.8,39.3,8.7,0.0,47.2,42.2,40.4,17.0,27.6,8.2,not fire
09,02,2012,24.9,69.9,9.8,0.1,71.3,9.4,496.4,12.0,73.8,10.7,fire
08,10,2012,16.6,80.0,4.0,0.1,39.3,12.6,391.8,8.5,144.4,4.0,not fire
12,11,2012,23.1,69.7,6.5,0.2,25.9,41.4,461.0,5.1,34.8,1.6,not fire
02,08,2012,19.4,26.9,15.1,0.6,34.7,76.2,97.5,10.1,118.0,13.5,fire
01,03,2012,23.4,64.7,10.8,1.4,79.4,90.0,480.3,18.2,139.1,24.4,fire
16,07,2012,19.1,61.2,19.4,2.4,62.5,66.5,71.3,17.3,68.8,13.7,fire
23,03,2012,31.8,87.5,21.3,1.8,93.8,10.5,254.5,4.9,138.8,19.6,fire
23,07,2012,18.5,50.3,13.5,0.2,68.0,67.2,414.8,3.7,176.8,13.7,fire
30,11,2012,34.2,44.1,19.0,0.6,57.0,63.5,174.9,0.8,94.4,13.5,fire
24,12,2012,23.3,76.2,7.7,0.2,61.0,80.6,212.4,0.4,76.6,19.4,fire
05,02,2012,31.9,51.0,10.4,0.3,94.2,82.5,64.1,26.4,50.2,13.3,fire
03,10,2012,27.6,68.5,17.8,0.7,78.8,86.8,61.5,1.4,120.8,8.4,not fire
12,06,2012,29.7,68.5,9.7,0.1,2.4,41.4,309.8,21.9,176.0,1.5,not fire
08,03,2012,30.4,86.6,14.7,0.2,53.4,69.8,337.8,26.2,64.9,19.7,fire
22,03,2012,25.1,64.9,4.6,2.7,68.8,26.8,388.7,2.9,79.2,13.7,fire
27,09,2012,25.9,57.7,15.0,0.6,74.9,99.9,278.3,13.1,81.3,19.8,fire
03,07,2012,25.3,30.4,21.5,0.6,21.3,17.5,322.9,28.9,112.2,17.0,fire
01,05,2012,26.8,28.7,21.7,0.0,86.7,1.0,6.8,25.0,45.7,8.8,not fire
03,12,2012,15.6,31.6,18.1,0.3,95.6,14.9,81.1,14.7,164.4,19.7,fire
05,10,2012,22.9,32.9,18.6,2.0,23.7,77.6,492.5,22.9,59.1,9.3,not fire
15,07,2012,27.1,67.8,13.9,0.2,88.3,44.7,38.0,25.0,141.1,14.2,fire
14,09,2012,27.0,75.6,14.6,0.5,9.7,44.8,339.4,10.4,102.6,9.2,not fire
03,01,2012,30.9,59.7,3.3,0.0,5.6,95.5,88.0,26.8,117.2,13.2,fire
01,07,2012,28.1,82.2,11.1,0.7,12.9,92.0,358.4,14.1,35.9,10.7,fire
05,06,2012,34.8,94.3,11.3,0.0,5.8,31.1,353.0,15.8,147.0,12.5,fire
26,10,2012,20.7,81.5,24.0,1.7,84.5,20.9,117.1,30.0,37.7,14.7,fire
23,12,2012,22.2,72.1,10.8,1.7,5.9,84.8,134.8,25.3,22.7,8.8,not fire
31,09,2012,22.7,59.9,13.7,1.5,27.2,90.6,327.4,10.9,109.3,9.9,not fire
14,01,2012,24.3,53.7,13.3,0.3,10.4,54.2,195.0,0.3,141.9,9.8,not fire
07,04,2012,31.7,26.3,15.9,1.8,29.5,62.9,97.3,18.8,10.0,6.0,not fire
27,09,2012,19.7,50.0,18.7,0.8,9.1,25.7,365.8,21.1,13.9,1.2,not fire
09,04,2012,30.5,88.3,5.6,0.5,66.8,80.1,77.1,19.5,160.5,15.3,fire
15,10,2012,23.1,80.6,13.2,1.0,13.3,63.2,427.8,29.0,161.8,12.4,fire
15,03,2012,27.0,36.2,20.6,0.0,85.2,50.4,257.3,25.9,49.1,27.7,fire
26,09,2012,27.7,55.0,11.6,0.2,81.7,6.0,52.9,13.5,123.0,13.5,fire
10,02,2012,22.5,81.3,7.0,1.4,1.4,91.6,347.0,1.9,88.6,0.4,not fire
28,04,2012,25.3,25.1,16.4,0.3,89.6,61.5,259.6,14.3,126.5,13.4,fire
13,06,2012,23.3,49.1,20.6,0.9,2.9,19.3,149.0,20.7,172.6,9.6,not fire
19,02,2012,16.4,83.9,1.6,0.5,24.0,60.6,211.3,18.2,16.0,4.2,not fire
31,08,2012,23.7,50.3,19.4,1.9,3.2,67.7,149.2,16.1,155.6,2.3,not fire
07,08,2012,16.9,25.8,20.5,3.0,33.6,52.6,131.5,14.1,98.6,12.9,fire
17,01,2012,23.1,60.7,11.5,2.2,51.4,71.8,81.8,8.8,112.8,15.8,fire
20,12,2012,26.9,84.6,24.6,0.3,79.7,58.1,181.4,8.3,130.8,9.0,not fire
29,03,2012,26.6,64.3,19.7,0.2,33.8,94.8,125.5,15.0,184.5,9.3,not fire
04,10,2012,28.3,37.0,19.3,0.6,70.5,5.4,341.7,4.8,11.3,19.3,fire
30,09,2012,16.9,48.8,18.7,0.0,18.8,10.6,341.9,10.2,5.9,10.3,fire
05,05,2012,28.0,53.8,3.8,0.0,75.1,17.4,250.9,9.7,35.7,8.2,not fire
23,06,2012,21.2,63.4,5.4,0.8,23.6,69.0,389.0,17.6,197.3,0.5,not fire
07,04,2012,23.0,77.0,11.6,0.7,14.4,64.6,420.7,2.0,143.0,10.6,fire
13,10,2012,32.2,27.4,6.6,5.2,18.5,89.2,289.9,24.9,122.9,11.8,fire
15,02,2012,15.2,86.7,10.4,0.2,18.2,73.3,309.5,16.9,9.4,9.8,not fire
11,11,2012,26.8,20.9,22.2,0.3,51.3,50.8,141.4,20.1,175.8,16.6,fire
29,08,2012,27.0,47.8,20.6,0.1,84.5,99.2,447.4,21.1,162.6,14.4,fire
04,11,2012,22.9,22.1,15.8,2.5,8.0,26.6,12.1,8.7,133.0,4.7,not fire
13,06,2012,19.7,49.5,21.5,1.5,70.7,83.3,174.3,14.1,67.8,11.0,fire
07,05,2012,19.7,59.4,19.6,1.7,65.4,42.7,360.9,28.7,14.1,8.9,not fire
27,09,2012,32.7,58.4,10.7,2.3,87.3,64.9,40.0,23.0,116.0,21.8,fire
19,01,2012,23.8,32.4,5.0,0.7,24.4,72.7,91.6,29.1,143.9,12.1,fire
22,05,2012,21.6,68.4,12.9,0.6,45.0,63.4,294.6,22.4,18.8,4.6,not fire
28,06,2012,24.0,23.4,18.4,0.4,92.6,14.1,280.0,5.3,126.8,18.5,fire
02,05,2012,28.4,77.1,10.9,0.9,66.0,44.3,369.5,1.9,57.3,12.8,fire
10,06,2012,17.9,91.0,16.7,0.6,38.9,56.1,406.3,17.3,152.8,14.5,fire
13,06,2012,24.0,45.5,2.4,0.6,13.1,84.9,64.3,10.7,107.9,5.5,not fire
30,07,2012,26.8,58.8,18.7,2.8,26.2,44.4,9.2,8.3,25.8,5.7,not fire
25,04,2012,34.0,48.4,20.3,4.1,58.1,91.9,344.8,24.2,105.3,18.9,fire
21,11,2012,20.1,20.5,17.7,1.6,71.8,44.0,150.7,11.0,79.1,8.1,not fire
06,08,2012,22.2,48.9,24.2,1.4,12.4,54.9,313.0,9.5,36.1,7.2,not fire
28,07,2012,22.6,79.4,20.7,1.1,60.0,79.6,75.3,25.5,168.3,9.0,not fire
28,09,2012,27.1,64.7,22.6,0.2,55.0,58.3,234.5,25.4,2.2,12.4,fire
12,07,2012,22.1,27.6,23.3,0.1,51.4,96.0,252.2,10.7,62.4,14.4,fire
12,03,2012,25.7,83.5,20.0,1.2,69.0,66.0,292.5,25.0,2.5,15.9,fire
20,03,2012,30.6,59.8,16.9,1.3,83.7,52.3,256.6,25.5,19.2,15.8,fire
30,08,2012,29.1,83.1,0.1,0.0,32.3,2.4,247.8,12.7,59.4,11.1,fire
30,05,2012,23.9,63.5,11.6,2.6,88.9,41.4,166.4,2.0,10.9,16.5,fire
11,04,2012,32.3,62.0,14.3,0.1,16.1,29.9,35.6,0.0,119.3,9.1,not fire
26,08,2012,26.2,27.9,7.6,0.3,17.3,74.8,44.8,15.7,17.4,7.9,not fire
23,06,2012,25.8,32.6,8.0,1.1,26.7,20.8,216.9,10.3,140.3,14.4,fire
28,02,2012,15.7,92.9,24.0,0.2,12.0,20.5,177.9,29.9,10.5,7.9,not fire
25,04,2012,34.7,37.1,22.3,0.1,23.0,19.0,258.1,23.2,11.9,5.5,not fire
07,12,2012,17.5,93.3,21.2,0.4,10.6,12.6,152.4,22.8,61.1,8.9,not fire
30,11,2012,19.6,59.9,10.2,1.5,82.2,31.1,344.0,28.7,179.3,18.6,fire
01,04,2012,16.0,30.2,0.3,0.5,13.9,88.6,432.0,26.6,128.3,9.2,not fire
01,06,2012,27.8,27.4,2.0,1.1,74.7,77.5,149.4,9.5,154.0,17.0,fire
25,06,2012,19.5,35.7,7.8,0.9,4.8,73.5,96.5,5.0,28.3,0.0,not fire
27,01,2012,18.6,89.4,0.4,0.0,94.9,79.7,58.1,22.4,166.8,13.4,fire
30,08,2012,16.8,51.1,0.4,4.5,71.1,26.9,308.1,11.3,1.6,16.3,fire
25,06,2012,17.1,49.7,22.9,0.0,0.7,88.7,221.9,14.2,42.6,4.3,not fire
20,03,2012,26.7,43.5,17.7,3.4,76.4,13.7,94.0,18.9,123.2,13.2,fire
13,09,2012,28.8,31.0,7.7,0.8,51.4,33.6,326.6,27.2,75.0,8.8,not fire
09,02,2012,22.9,56.6,3.3,3.3,77.9,58.7,74.2,12.6,196.8,16.7,fire
03,11,2012,24.6,29.8,12.8,0.1,52.2,10.3,277.2,23.5,6.1,13.1,fire
07,08,2012,28.7,82.7,0.1,0.7,64.1,73.0,263.6,8.1,199.7,18.1,fire
06,10,2012,15.3,47.8,23.5,0.2,78.6,38.7,367.1,20.9,124.7,7.6,not fire
08,03,2012,21.5,48.1,10.4,0.1,40.5,78.4,27.6,0.0,111.7,12.8,fire
27,12,2012,34.5,55.6,10.1,1.0,0.3,49.3,443.9,26.1,11.9,17.8,fire
09,05,2012,26.6,53.3,9.8,0.2,85.0,18.1,351.5,0.9,54.7,18.5,fire
30,06,2012,20.1,94.6,1.7,0.9,38.1,73.5,108.1,21.4,184.9,12.4,fire
05,10,2012,25.4,60.9,16.0,0.1,49.6,25.2,91.7,1.4,70.8,1.7,not fire
01,06,2012,21.9,26.6,18.3,0.4,0.8,49.1,215.8,8.0,132.3,5.8,not fire
19,04,2012,25.6,65.5,16.9,1.5,49.2,7.6,408.8,14.9,199.9,19.0,fire
10,03,2012,17.5,31.4,3.5,0.6,98.6,61.8,421.5,12.6,52.6,23.3,fire
12,04,2012,17.7,22.3,14.5,1.0,27.8,66.6,260.2,5.8,115.2,12.1,fire
24,01,2012,17.9,92.8,14.2,1.0,39.5,37.9,430.4,10.0,139.3,6.0,not fire
15,04,2012,33.8,78.0,21.7,1.9,68.7,95.4,2.7,21.8,32.9,19.1,fire
27,01,2012,29.7,93.5,9.5,0.4,81.5,87.4,17.6,20.1,29.7,22.7,fire
22,12,2012,18.2,55.8,9.3,1.2,41.7,70.8,455.9,2.2,91.3,16.1,fire
24,01,2012,18.8,59.9,15.5,3.3,31.0,71.4,387.7,22.4,77.2,12.4,fire
09,10,2012,29.6,32.6,15.8,1.3,93.8,25.2,225.4,1.6,142.8,20.9,fire
20,06,2012,18.1,38.5,11.7,0.7,67.7,65.7,376.8,16.3,13.9,13.7,fire
17,05,2012,19.7,82.9,11.1,1.0,11.9,19.8,477.8,7.8,194.4,5.8,not fire
30,11,2012,34.3,46.7,12.4,1.3,6.9,14.4,386.0,17.6,2.9,6.3,not fire
17,04,2012,20.1,82.0,21.5,0.9,48.4,99.9,421.2,7.8,120.3,16.1,fire
26,11,2012,28.2,73.2,11.5,0.0,22.0,62.2,380.3,29.5,112.5,16.6,fire
20,03,2012,34.6,33.3,23.5,0.2,25.4,43.1,84.1,9.3,26.9,15.3,fire
12,01,2012,22.5,58.1,12.6,1.7,87.8,28.8,416.8,7.3,30.2,8.8,not fire
30,06,2012,15.4,70.8,23.7,0.3,9.0,60.4,97.6,8.4,158.5,1.3,not fire
07,02,2012,19.9,37.6,20.8,1.3,71.5,5.0,446.3,26.9,177.5,17.4,fire
02,08,2012,31.6,82.3,9.1,0.5,27.1,9.5,229.3,19.1,56.6,10.8,fire
03,10,2012,32.3,60.9,21.6,0.7,76.0,3.3,338.5,21.9,87.6,15.7,fire
17,05,2012,30.4,32.4,2.8,0.1,72.2,49.9,248.6,27.5,71.0,17.3,fire
